final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side
KEB_00103,halictus ligatus,r,7/1/2019,1,1,2,n,l
KEB_00103,halictus ligatus,r,7/1/2019,1,2,24,n,l
KEB_00103,halictus ligatus,r,7/1/2019,2,1,46,n,r
KEB_00103,halictus ligatus,r,7/1/2019,2,2,68,n,r
KEB_00104,halictus ligatus,r,7/1/2019,1,1,90,y,l
KEB_00104,halictus ligatus,r,7/1/2019,1,2,112,y,l
KEB_00104,halictus ligatus,r,7/1/2019,2,1,134,n,r
KEB_00104,halictus ligatus,r,7/1/2019,2,2,156,n,r
KEB_00115,halictus ligatus,r,7/1/2019,2,1,222,n,r
KEB_00115,halictus ligatus,r,7/1/2019,2,2,244,n,r
KEB_00122,halictus ligatus,r,7/2/2019,1,1,266,y,l
KEB_00122,halictus ligatus,r,7/2/2019,1,2,288,y,l
KEB_00122,halictus ligatus,r,7/2/2019,2,1,310,n,r
KEB_00122,halictus ligatus,r,7/2/2019,2,2,332,n,r
KEB_00149,nomia universitalis,r,7/2/2019,1,1,354,y,l
KEB_00149,nomia universitalis,r,7/2/2019,1,2,376,y,l
KEB_00149,nomia universitalis,r,7/2/2019,2,1,398,n,r
KEB_00149,nomia universitalis,r,7/2/2019,2,2,420,n,r
KEB_00168,nomia universitalis,c,7/2/2019,1,1,442,y,l
KEB_00168,nomia universitalis,c,7/2/2019,1,2,464,y,l
KEB_00169,nomia universitalis,c,7/2/2019,1,1,530,y,l
KEB_00169,nomia universitalis,c,7/2/2019,1,2,552,y,l
KEB_00169,nomia universitalis,c,7/2/2019,2,1,574,n,r
KEB_00169,nomia universitalis,c,7/2/2019,2,2,596,n,r
KEB_00170,nomia universitalis,c,7/2/2019,1,1,618,y,l
KEB_00170,nomia universitalis,c,7/2/2019,1,2,640,y,l
KEB_00170,nomia universitalis,c,7/2/2019,2,1,662,y,r
KEB_00170,nomia universitalis,c,7/2/2019,2,2,684,y,r
KEB_00172,nomia universitalis,c,7/2/2019,1,1,706,n,l
KEB_00172,nomia universitalis,c,7/2/2019,1,2,728,n,l
KEB_00172,nomia universitalis,c,7/2/2019,2,1,750,n,r
KEB_00172,nomia universitalis,c,7/2/2019,2,2,772,n,r
KEB_00173,nomia universitalis,c,7/2/2019,1,1,794,y,l
KEB_00173,nomia universitalis,c,7/2/2019,1,2,816,y,l
KEB_00173,nomia universitalis,c,7/2/2019,2,1,838,y,r
KEB_00173,nomia universitalis,c,7/2/2019,2,2,860,y,r
KEB_00174,nomia universitalis,c,7/2/2019,1,1,882,y,l
KEB_00174,nomia universitalis,c,7/2/2019,1,2,904,y,l
KEB_00174,nomia universitalis,c,7/2/2019,2,1,926,n,r
KEB_00174,nomia universitalis,c,7/2/2019,2,2,948,n,r
KEB_00195,nomia universitalis,r,7/11/2019,1,1,970,y,l
KEB_00195,nomia universitalis,r,7/11/2019,1,2,992,y,l
KEB_00195,nomia universitalis,r,7/11/2019,2,1,1014,n,r
KEB_00195,nomia universitalis,r,7/11/2019,2,2,1036,n,r
KEB_00196,nomia universitalis,r,7/11/2019,1,1,1058,y,l
KEB_00196,nomia universitalis,r,7/11/2019,1,2,1080,y,l
KEB_00196,nomia universitalis,r,7/11/2019,2,1,1102,n,r
KEB_00196,nomia universitalis,r,7/11/2019,2,2,1124,n,r
KEB_00197,nomia universitalis,r,7/11/2019,1,1,1146,y,l
KEB_00197,nomia universitalis,r,7/11/2019,1,2,1168,y,l
KEB_00197,nomia universitalis,r,7/11/2019,2,1,1190,n,r
KEB_00197,nomia universitalis,r,7/11/2019,2,2,1212,n,r
KEB_00198,nomia universitalis,r,7/11/2019,1,1,1234,y,l
KEB_00198,nomia universitalis,r,7/11/2019,1,2,1256,y,l
KEB_00198,nomia universitalis,r,7/11/2019,2,1,1278,n,r
KEB_00198,nomia universitalis,r,7/11/2019,2,2,1300,n,r
KEB_00200,nomia universitalis,r,7/11/2019,1,1,1322,y,l
KEB_00200,nomia universitalis,r,7/11/2019,1,2,1344,y,l
KEB_00200,nomia universitalis,r,7/11/2019,2,1,1366,y,r
KEB_00200,nomia universitalis,r,7/11/2019,2,2,1388,y,r
KEB_00208,nomia universitalis,r,7/11/2019,1,1,1410,y,l
KEB_00208,nomia universitalis,r,7/11/2019,1,2,1432,y,l
KEB_00208,nomia universitalis,r,7/11/2019,2,1,1454,n,r
KEB_00208,nomia universitalis,r,7/11/2019,2,2,1476,n,r
KEB_00209,nomia universitalis,r,7/11/2019,1,1,1498,n,l
KEB_00209,nomia universitalis,r,7/11/2019,1,2,1520,n,l
KEB_00209,nomia universitalis,r,7/11/2019,2,1,1542,n,r
KEB_00209,nomia universitalis,r,7/11/2019,2,2,1564,n,r
KEB_00211,nomia universitalis,r,7/11/2019,1,1,1586,y,l
KEB_00211,nomia universitalis,r,7/11/2019,1,2,1608,y,l
KEB_00211,nomia universitalis,r,7/11/2019,2,1,1630,n,r
KEB_00211,nomia universitalis,r,7/11/2019,2,2,1652,n,r
KEB_00212,nomia universitalis,r,7/11/2019,1,1,1674,y,l
KEB_00212,nomia universitalis,r,7/11/2019,1,2,1696,y,l
KEB_00212,nomia universitalis,r,7/11/2019,2,1,1718,y,r
KEB_00212,nomia universitalis,r,7/11/2019,2,2,1740,y,r
KEB_00213,nomia universitalis,r,7/11/2019,1,1,1762,y,l
KEB_00213,nomia universitalis,r,7/11/2019,1,2,1784,y,l
KEB_00213,nomia universitalis,r,7/11/2019,2,1,1806,n,r
KEB_00213,nomia universitalis,r,7/11/2019,2,2,1828,n,r
KEB_00214,nomia universitalis,r,7/11/2019,1,1,1850,y,l
KEB_00214,nomia universitalis,r,7/11/2019,1,2,1872,y,l
KEB_00215,nomia universitalis,r,7/11/2019,1,1,1938,n,l
KEB_00215,nomia universitalis,r,7/11/2019,1,2,1960,n,l
KEB_00215,nomia universitalis,r,7/11/2019,2,1,1982,n,r
KEB_00215,nomia universitalis,r,7/11/2019,2,2,2004,n,r
KEB_00216,nomia universitalis,r,7/11/2019,1,1,2026,y,l
KEB_00216,nomia universitalis,r,7/11/2019,1,2,2048,y,l
KEB_00216,nomia universitalis,r,7/11/2019,2,1,2070,n,r
KEB_00216,nomia universitalis,r,7/11/2019,2,2,2092,n,r
KEB_00251,halictus ligatus,r,7/12/2019,1,1,2202,y,l
KEB_00251,halictus ligatus,r,7/12/2019,1,2,2224,y,l
KEB_00251,halictus ligatus,r,7/12/2019,2,1,2246,y,r
KEB_00251,halictus ligatus,r,7/12/2019,2,2,2268,y,r
KEB_00260,halictus ligatus,r,7/12/2019,1,1,2290,y,l
KEB_00260,halictus ligatus,r,7/12/2019,1,2,2312,y,l
KEB_00260,halictus ligatus,r,7/12/2019,2,1,2334,n,r
KEB_00260,halictus ligatus,r,7/12/2019,2,2,2356,n,r
KEB_00261,halictus ligatus,r,7/12/2019,1,1,2378,y,l
KEB_00261,halictus ligatus,r,7/12/2019,1,2,2400,y,l
KEB_00261,halictus ligatus,r,7/12/2019,2,1,2422,n,r
KEB_00261,halictus ligatus,r,7/12/2019,2,2,2444,n,r
KEB_00267,nomia universitalis,r,7/12/2019,2,1,2510,n,r
KEB_00267,nomia universitalis,r,7/12/2019,2,2,2532,n,r
KEB_00268,nomia universitalis,r,7/12/2019,1,1,2554,n,l
KEB_00268,nomia universitalis,r,7/12/2019,1,2,2576,n,l
KEB_00268,nomia universitalis,r,7/12/2019,2,1,2598,y,r
KEB_00268,nomia universitalis,r,7/12/2019,2,2,2620,y,r
KEB_00269,nomia universitalis,r,7/12/2019,1,1,2642,n,l
KEB_00269,nomia universitalis,r,7/12/2019,1,2,2664,n,l
KEB_00269,nomia universitalis,r,7/12/2019,2,1,2686,n,r
KEB_00269,nomia universitalis,r,7/12/2019,2,2,2708,n,r
KEB_00270,nomia universitalis,r,7/12/2019,1,1,2730,n,l
KEB_00270,nomia universitalis,r,7/12/2019,1,2,2752,n,l
KEB_00270,nomia universitalis,r,7/12/2019,2,1,2774,y,r
KEB_00270,nomia universitalis,r,7/12/2019,2,2,2796,y,r
KEB_00271,nomia universitalis,r,7/12/2019,1,1,2818,y,l
KEB_00271,nomia universitalis,r,7/12/2019,1,2,2840,y,l
KEB_00271,nomia universitalis,r,7/12/2019,2,1,2862,n,r
KEB_00271,nomia universitalis,r,7/12/2019,2,2,2884,n,r
KEB_00272,nomia universitalis,r,7/12/2019,1,1,2906,y,l
KEB_00272,nomia universitalis,r,7/12/2019,1,2,2928,y,l
KEB_00272,nomia universitalis,r,7/12/2019,2,1,2950,n,r
KEB_00272,nomia universitalis,r,7/12/2019,2,2,2972,n,r
KEB_00273,nomia universitalis,r,7/12/2019,1,1,2994,y,l
KEB_00273,nomia universitalis,r,7/12/2019,1,2,3016,y,l
KEB_00273,nomia universitalis,r,7/12/2019,2,1,3038,y,r
KEB_00273,nomia universitalis,r,7/12/2019,2,2,3060,y,r
KEB_00284,nomia universitalis,r,7/15/2019,1,1,3082,y,l
KEB_00284,nomia universitalis,r,7/15/2019,1,2,3104,y,l
KEB_00284,nomia universitalis,r,7/15/2019,2,1,3126,n,r
KEB_00284,nomia universitalis,r,7/15/2019,2,2,3148,n,r
KEB_00288,nomia universitalis,r,7/15/2019,1,1,3170,y,l
KEB_00288,nomia universitalis,r,7/15/2019,1,2,3192,y,l
KEB_00288,nomia universitalis,r,7/15/2019,2,1,3214,y,r
KEB_00288,nomia universitalis,r,7/15/2019,2,2,3236,y,r
KEB_00303,halictus ligatus,r,7/15/2019,1,1,3258,y,l
KEB_00303,halictus ligatus,r,7/15/2019,1,2,3280,y,l
KEB_00303,halictus ligatus,r,7/15/2019,2,1,3302,n,r
KEB_00303,halictus ligatus,r,7/15/2019,2,2,3324,n,r
KEB_00304,halictus ligatus,r,7/15/2019,1,1,3346,y,l
KEB_00304,halictus ligatus,r,7/15/2019,1,2,3368,y,l
KEB_00304,halictus ligatus,r,7/15/2019,2,1,3390,y,r
KEB_00304,halictus ligatus,r,7/15/2019,2,2,3412,y,r
KEB_00305,halictus ligatus,r,7/15/2019,1,1,3434,n,l
KEB_00305,halictus ligatus,r,7/15/2019,1,2,3456,n,l
KEB_00305,halictus ligatus,r,7/15/2019,2,1,3478,y,r
KEB_00305,halictus ligatus,r,7/15/2019,2,2,3500,y,r
KEB_00340,halictus ligatus,r,7/16/2019,1,1,3522,y,l
KEB_00340,halictus ligatus,r,7/16/2019,1,2,3544,y,l
KEB_00340,halictus ligatus,r,7/16/2019,2,1,3566,n,r
KEB_00340,halictus ligatus,r,7/16/2019,2,2,3588,n,r
KEB_00353,halictus ligatus,r,7/17/2019,1,1,3610,n,l
KEB_00353,halictus ligatus,r,7/17/2019,1,2,3632,n,l
KEB_00353,halictus ligatus,r,7/17/2019,2,1,3654,y,r
KEB_00353,halictus ligatus,r,7/17/2019,2,2,3676,y,r
KEB_00354,halictus ligatus,r,7/17/2019,1,1,3698,y,l
KEB_00354,halictus ligatus,r,7/17/2019,1,2,3720,y,l
KEB_00354,halictus ligatus,r,7/17/2019,2,1,3742,y,r
KEB_00354,halictus ligatus,r,7/17/2019,2,2,3764,y,r
KEB_00355,halictus ligatus,r,7/17/2019,1,1,3786,n,l
KEB_00355,halictus ligatus,r,7/17/2019,1,2,3808,n,l
KEB_00355,halictus ligatus,r,7/17/2019,2,1,3830,y,r
KEB_00355,halictus ligatus,r,7/17/2019,2,2,3852,y,r
KEB_00356,halictus ligatus,r,7/17/2019,1,1,3874,n,l
KEB_00356,halictus ligatus,r,7/17/2019,1,2,3896,n,l
KEB_00356,halictus ligatus,r,7/17/2019,2,1,3918,n,r
KEB_00356,halictus ligatus,r,7/17/2019,2,2,3940,n,r
KEB_00357,halictus ligatus,r,7/17/2019,1,1,3962,n,l
KEB_00357,halictus ligatus,r,7/17/2019,1,2,3984,n,l
KEB_00357,halictus ligatus,r,7/17/2019,2,1,4006,n,r
KEB_00357,halictus ligatus,r,7/17/2019,2,2,4028,n,r
KEB_00364,halictus ligatus,r,7/17/2019,1,1,4050,y,l
KEB_00364,halictus ligatus,r,7/17/2019,1,2,4072,y,l
KEB_00364,halictus ligatus,r,7/17/2019,2,1,4094,n,r
KEB_00364,halictus ligatus,r,7/17/2019,2,2,4116,n,r
KEB_00387,halictus ligatus,r,7/18/2019,1,1,4138,y,l
KEB_00387,halictus ligatus,r,7/18/2019,1,2,4160,y,l
KEB_00387,halictus ligatus,r,7/18/2019,2,1,4182,n,r
KEB_00387,halictus ligatus,r,7/18/2019,2,2,4204,n,r
KEB_00388,halictus ligatus,r,7/18/2019,1,1,4226,y,l
KEB_00388,halictus ligatus,r,7/18/2019,1,2,4248,y,l
KEB_00388,halictus ligatus,r,7/18/2019,2,1,4270,n,r
KEB_00388,halictus ligatus,r,7/18/2019,2,2,4292,n,r
KEB_00423,nomia universitalis,r,7/19/2019,1,1,4314,y,l
KEB_00423,nomia universitalis,r,7/19/2019,1,2,4336,y,l
KEB_00423,nomia universitalis,r,7/19/2019,2,1,4358,n,r
KEB_00423,nomia universitalis,r,7/19/2019,2,2,4380,n,r
KEB_00434,nomia universitalis,r,7/19/2019,1,1,4402,y,l
KEB_00434,nomia universitalis,r,7/19/2019,1,2,4424,y,l
KEB_00434,nomia universitalis,r,7/19/2019,2,1,4446,n,r
KEB_00434,nomia universitalis,r,7/19/2019,2,2,4468,n,r
KEB_00435,nomia universitalis,r,7/19/2019,1,1,4490,y,l
KEB_00435,nomia universitalis,r,7/19/2019,1,2,4512,y,l
KEB_00435,nomia universitalis,r,7/19/2019,2,1,4534,y,r
KEB_00435,nomia universitalis,r,7/19/2019,2,2,4556,y,r
KEB_00436,nomia universitalis,r,7/19/2019,1,1,4578,y,l
KEB_00436,nomia universitalis,r,7/19/2019,1,2,4600,y,l
KEB_00436,nomia universitalis,r,7/19/2019,2,1,4622,n,r
KEB_00436,nomia universitalis,r,7/19/2019,2,2,4644,n,r
KEB_00438,nomia universitalis,r,7/19/2019,1,1,4666,y,l
KEB_00438,nomia universitalis,r,7/19/2019,1,2,4688,y,l
KEB_00438,nomia universitalis,r,7/19/2019,2,1,4710,n,r
KEB_00438,nomia universitalis,r,7/19/2019,2,2,4732,n,r
KEB_00443,nomia universitalis,r,7/19/2019,1,1,4754,y,l
KEB_00443,nomia universitalis,r,7/19/2019,1,2,4776,y,l
KEB_00443,nomia universitalis,r,7/19/2019,2,1,4798,n,r
KEB_00443,nomia universitalis,r,7/19/2019,2,2,4820,n,r
KEB_00444,nomia universitalis,r,7/19/2019,1,1,4842,n,l
KEB_00444,nomia universitalis,r,7/19/2019,1,2,4864,n,l
KEB_00444,nomia universitalis,r,7/19/2019,2,1,4886,y,r
KEB_00444,nomia universitalis,r,7/19/2019,2,2,4908,y,r
KEB_00458,halictus ligatus,r,7/23/2019,1,1,4930,y,l
KEB_00458,halictus ligatus,r,7/23/2019,1,2,4952,y,l
KEB_00458,halictus ligatus,r,7/23/2019,2,1,4974,n,r
KEB_00458,halictus ligatus,r,7/23/2019,2,2,4996,n,r
KEB_00463,nomia universitalis,r,7/23/2019,1,1,5018,y,l
KEB_00463,nomia universitalis,r,7/23/2019,1,2,5040,y,l
KEB_00463,nomia universitalis,r,7/23/2019,2,1,5062,n,r
KEB_00463,nomia universitalis,r,7/23/2019,2,2,5084,n,r
KEB_00471,halictus ligatus,r,7/23/2019,1,1,5106,y,l
KEB_00471,halictus ligatus,r,7/23/2019,1,2,5128,y,l
KEB_00471,halictus ligatus,r,7/23/2019,2,1,5150,n,r
KEB_00471,halictus ligatus,r,7/23/2019,2,2,5172,n,r
KEB_00474,nomia universitalis,c,7/25/2019,1,1,5282,y,l
KEB_00474,nomia universitalis,c,7/25/2019,1,2,5304,y,l
KEB_00474,nomia universitalis,c,7/25/2019,2,1,5326,n,r
KEB_00474,nomia universitalis,c,7/25/2019,2,2,5348,n,r
KEB_00478,nomia universitalis,c,7/25/2019,1,1,5370,y,l
KEB_00478,nomia universitalis,c,7/25/2019,1,2,5392,y,l
KEB_00478,nomia universitalis,c,7/25/2019,2,1,5414,n,r
KEB_00478,nomia universitalis,c,7/25/2019,2,2,5436,n,r
KEB_00480,nomia universitalis,c,7/25/2019,1,1,5458,n,l
KEB_00480,nomia universitalis,c,7/25/2019,1,2,5480,n,l
KEB_00480,nomia universitalis,c,7/25/2019,2,1,5502,n,r
KEB_00480,nomia universitalis,c,7/25/2019,2,2,5524,n,r
KEB_00481,nomia universitalis,c,7/25/2019,1,1,5546,y,l
KEB_00481,nomia universitalis,c,7/25/2019,1,2,5568,y,l
KEB_00481,nomia universitalis,c,7/25/2019,2,1,5590,y,r
KEB_00481,nomia universitalis,c,7/25/2019,2,2,5612,y,r
KEB_00482,nomia universitalis,c,7/25/2019,1,1,5634,y,l
KEB_00482,nomia universitalis,c,7/25/2019,1,2,5656,y,l
KEB_00482,nomia universitalis,c,7/25/2019,2,1,5678,n,r
KEB_00482,nomia universitalis,c,7/25/2019,2,2,5700,n,r
KEB_00485,nomia universitalis,c,7/25/2019,1,1,5722,y,l
KEB_00485,nomia universitalis,c,7/25/2019,1,2,5744,y,l
KEB_00485,nomia universitalis,c,7/25/2019,2,1,5766,n,r
KEB_00485,nomia universitalis,c,7/25/2019,2,2,5788,n,r
KEB_00487,nomia universitalis,c,7/25/2019,1,1,5898,y,l
KEB_00487,nomia universitalis,c,7/25/2019,1,2,5920,y,l
KEB_00487,nomia universitalis,c,7/25/2019,2,1,5942,n,r
KEB_00487,nomia universitalis,c,7/25/2019,2,2,5964,n,r
KEB_00488,nomia universitalis,c,7/25/2019,1,1,5986,y,l
KEB_00488,nomia universitalis,c,7/25/2019,1,2,6008,y,l
KEB_00488,nomia universitalis,c,7/25/2019,2,1,6030,n,r
KEB_00488,nomia universitalis,c,7/25/2019,2,2,6052,n,r
KEB_00489,nomia universitalis,c,7/25/2019,1,1,6074,y,l
KEB_00489,nomia universitalis,c,7/25/2019,1,2,6096,y,l
KEB_00489,nomia universitalis,c,7/25/2019,2,1,6118,n,r
KEB_00489,nomia universitalis,c,7/25/2019,2,2,6140,n,r
KEB_00490,nomia universitalis,c,7/25/2019,1,1,6162,y,l
KEB_00490,nomia universitalis,c,7/25/2019,1,2,6184,y,l
KEB_00490,nomia universitalis,c,7/25/2019,2,1,6206,n,r
KEB_00490,nomia universitalis,c,7/25/2019,2,2,6228,n,r
KEB_00544,nomia universitalis,r,7/26/2019,1,1,6250,y,l
KEB_00544,nomia universitalis,r,7/26/2019,1,2,6272,y,l
KEB_00544,nomia universitalis,r,7/26/2019,2,1,6294,n,r
KEB_00544,nomia universitalis,r,7/26/2019,2,2,6316,n,r
KEB_00598,halictus ligatus,r,7/29/2019,1,1,6338,y,l
KEB_00598,halictus ligatus,r,7/29/2019,1,2,6360,y,l
KEB_00598,halictus ligatus,r,7/29/2019,2,1,6382,n,r
KEB_00598,halictus ligatus,r,7/29/2019,2,2,6404,n,r
KEB_00599,halictus ligatus,r,7/29/2019,1,1,6426,y,l
KEB_00599,halictus ligatus,r,7/29/2019,1,2,6448,y,l
KEB_00599,halictus ligatus,r,7/29/2019,2,1,6470,n,r
KEB_00599,halictus ligatus,r,7/29/2019,2,2,6492,n,r
KEB_00647,halictus ligatus,c,7/29/2019,1,1,6514,y,l
KEB_00647,halictus ligatus,c,7/29/2019,1,2,6536,y,l
KEB_00647,halictus ligatus,c,7/29/2019,2,1,6558,y,r
KEB_00647,halictus ligatus,c,7/29/2019,2,2,6580,y,r
KEB_00649,halictus ligatus,c,7/29/2019,1,1,6602,y,l
KEB_00649,halictus ligatus,c,7/29/2019,1,2,6624,y,l
KEB_00649,halictus ligatus,c,7/29/2019,2,1,6646,n,r
KEB_00649,halictus ligatus,c,7/29/2019,2,2,6668,n,r
KEB_00650,halictus ligatus,c,7/29/2019,1,1,6690,n,l
KEB_00650,halictus ligatus,c,7/29/2019,1,2,6712,n,l
KEB_00650,halictus ligatus,c,7/29/2019,2,1,6734,y,r
KEB_00650,halictus ligatus,c,7/29/2019,2,2,6756,y,r
KEB_00651,halictus ligatus,c,7/29/2019,1,1,6778,n,l
KEB_00651,halictus ligatus,c,7/29/2019,1,2,6800,n,l
KEB_00651,halictus ligatus,c,7/29/2019,2,1,6822,n,r
KEB_00651,halictus ligatus,c,7/29/2019,2,2,6844,n,r
KEB_00663,halictus ligatus,r,8/9/2019,1,1,6866,n,l
KEB_00663,halictus ligatus,r,8/9/2019,1,2,6888,n,l
KEB_00663,halictus ligatus,r,8/9/2019,2,1,6910,y,r
KEB_00663,halictus ligatus,r,8/9/2019,2,2,6932,y,r
KEB_00664,halictus ligatus,r,8/9/2019,1,1,6954,n,l
KEB_00664,halictus ligatus,r,8/9/2019,1,2,6976,n,l
KEB_00665,halictus ligatus,r,8/9/2019,1,1,7042,y,l
KEB_00665,halictus ligatus,r,8/9/2019,1,2,7064,y,l
KEB_00665,halictus ligatus,r,8/9/2019,2,1,7086,n,r
KEB_00665,halictus ligatus,r,8/9/2019,2,2,7108,n,r
KEB_00666,halictus ligatus,r,8/9/2019,1,1,7130,n,l
KEB_00666,halictus ligatus,r,8/9/2019,1,2,7152,n,l
KEB_00666,halictus ligatus,r,8/9/2019,2,1,7174,y,r
KEB_00666,halictus ligatus,r,8/9/2019,2,2,7196,y,r
KEB_00678,halictus ligatus,r,8/9/2019,1,1,7218,y,l
KEB_00678,halictus ligatus,r,8/9/2019,1,2,7240,y,l
KEB_00678,halictus ligatus,r,8/9/2019,2,1,7262,n,r
KEB_00678,halictus ligatus,r,8/9/2019,2,2,7284,n,r
KEB_00692,halictus ligatus,r,8/9/2019,1,1,7306,n,l
KEB_00692,halictus ligatus,r,8/9/2019,1,2,7328,n,l
KEB_00692,halictus ligatus,r,8/9/2019,2,1,7350,y,r
KEB_00692,halictus ligatus,r,8/9/2019,2,2,7372,y,r
KEB_00746,halictus ligatus,r,8/13/2019,2,1,7438,y,r
KEB_00746,halictus ligatus,r,8/13/2019,2,2,7460,y,r
KEB_00479,nomia universitalis,c,7/25/2019,1,1,7482,y,l
KEB_00479,nomia universitalis,c,7/25/2019,1,2,7504,y,l
KEB_00479,nomia universitalis,c,7/25/2019,2,1,7526,n,r
KEB_00479,nomia universitalis,c,7/25/2019,2,2,7548,n,r
KEB_00791,halictus ligatus,c,8/15/2019,1,1,7570,n,l
KEB_00791,halictus ligatus,c,8/15/2019,1,2,7592,n,l
KEB_00791,halictus ligatus,c,8/15/2019,2,1,7614,y,r
KEB_00791,halictus ligatus,c,8/15/2019,2,2,7636,y,r
KEB_00792,halictus ligatus,c,8/15/2019,1,1,7658,n,l
KEB_00792,halictus ligatus,c,8/15/2019,1,2,7680,n,l
KEB_00792,halictus ligatus,c,8/15/2019,2,1,7702,n,r
KEB_00792,halictus ligatus,c,8/15/2019,2,2,7724,n,r
KEB_00801,nomia universitalis,c,8/15/2019,1,1,7746,y,l
KEB_00801,nomia universitalis,c,8/15/2019,1,2,7768,y,l
KEB_00801,nomia universitalis,c,8/15/2019,2,1,7790,n,r
KEB_00801,nomia universitalis,c,8/15/2019,2,2,7812,n,r
KEB_00813,halictus ligatus,r,8/16/2019,1,1,7834,n,l
KEB_00813,halictus ligatus,r,8/16/2019,1,2,7856,n,l
KEB_00813,halictus ligatus,r,8/16/2019,2,1,7878,y,r
KEB_00813,halictus ligatus,r,8/16/2019,2,2,7900,y,r
KEB_00837,halictus ligatus,r,8/16/2019,1,1,7922,n,l
KEB_00837,halictus ligatus,r,8/16/2019,1,2,7944,n,l
KEB_00837,halictus ligatus,r,8/16/2019,2,1,7966,y,r
KEB_00837,halictus ligatus,r,8/16/2019,2,2,7988,y,r
KEB_00845,halictus ligatus,r,8/16/2019,1,1,8010,y,l
KEB_00845,halictus ligatus,r,8/16/2019,1,2,8032,y,l
KEB_00845,halictus ligatus,r,8/16/2019,2,1,8054,n,r
KEB_00845,halictus ligatus,r,8/16/2019,2,2,8076,n,r
KEB_00935,halictus ligatus,r,9/2/2019,1,1,8098,y,l
KEB_00935,halictus ligatus,r,9/2/2019,1,2,8120,y,l
KEB_00935,halictus ligatus,r,9/2/2019,2,1,8142,n,r
KEB_00935,halictus ligatus,r,9/2/2019,2,2,8164,n,r
KEB_00936,halictus ligatus,r,9/2/2019,1,1,8186,y,l
KEB_00936,halictus ligatus,r,9/2/2019,1,2,8208,y,l
KEB_00936,halictus ligatus,r,9/2/2019,2,1,8230,n,r
KEB_00936,halictus ligatus,r,9/2/2019,2,2,8252,n,r
KEB_00937,halictus ligatus,r,9/2/2019,1,1,8274,y,l
KEB_00937,halictus ligatus,r,9/2/2019,1,2,8296,y,l
KEB_00937,halictus ligatus,r,9/2/2019,2,1,8318,y,r
KEB_00937,halictus ligatus,r,9/2/2019,2,2,8340,y,r
KEB_00942,halictus ligatus,c,9/13/2019,1,1,8362,y,l
KEB_00942,halictus ligatus,c,9/13/2019,1,2,8384,y,l
KEB_00942,halictus ligatus,c,9/13/2019,2,1,8406,y,r
KEB_00942,halictus ligatus,c,9/13/2019,2,2,8428,y,r
KEB_00948,halictus ligatus,c,9/13/2019,1,1,8450,y,l
KEB_00948,halictus ligatus,c,9/13/2019,1,2,8472,y,l
KEB_00948,halictus ligatus,c,9/13/2019,2,1,8494,y,r
KEB_00948,halictus ligatus,c,9/13/2019,2,2,8516,y,r
KEB_00964,halictus ligatus,r,9/13/2019,1,1,8538,n,l
KEB_00964,halictus ligatus,r,9/13/2019,1,2,8560,n,l
KEB_00964,halictus ligatus,r,9/13/2019,2,1,8582,n,r
KEB_00964,halictus ligatus,r,9/13/2019,2,2,8604,n,r
KEB_00990,halictus ligatus,r,9/20/2019,1,1,8626,y,l
KEB_00990,halictus ligatus,r,9/20/2019,1,2,8648,y,l
KEB_00990,halictus ligatus,r,9/20/2019,2,1,8670,y,r
KEB_00990,halictus ligatus,r,9/20/2019,2,2,8692,y,r
KEB_01015,halictus ligatus,r,9/20/2019,1,1,8714,y,l
KEB_01015,halictus ligatus,r,9/20/2019,1,2,8736,y,l
KEB_01015,halictus ligatus,r,9/20/2019,2,1,8758,y,r
KEB_01015,halictus ligatus,r,9/20/2019,2,2,8780,y,r
KEB_00930,halictus confusus,c,9/2/2019,1,1,8978,n,l
KEB_00930,halictus confusus,c,9/2/2019,1,2,9000,n,l
KEB_00930,halictus confusus,c,9/2/2019,2,1,9022,y,r
KEB_00930,halictus confusus,c,9/2/2019,2,2,9044,y,r
KEB_00932,halictus confusus,c,9/2/2019,1,1,9066,n,l
KEB_00932,halictus confusus,c,9/2/2019,1,2,9088,n,l
KEB_00932,halictus confusus,c,9/2/2019,2,1,9110,n,r
KEB_00932,halictus confusus,c,9/2/2019,2,2,9132,n,r
KEB_00881,halictus confusus,r,8/29/2019,1,1,9154,n,l
KEB_00881,halictus confusus,r,8/29/2019,1,2,9176,n,l
KEB_00881,halictus confusus,r,8/29/2019,2,1,9198,y,r
KEB_00881,halictus confusus,r,8/29/2019,2,2,9220,y,r
KEB_00802,halictus confusus,c,8/15/2019,1,1,9946,y,l
KEB_00802,halictus confusus,c,8/15/2019,1,2,9968,y,l
KEB_00802,halictus confusus,c,8/15/2019,2,1,9990,n,r
KEB_00802,halictus confusus,c,8/15/2019,2,2,10012,n,r
KEB_00710,halictus confusus,c,8/13/2019,1,1,10210,n,l
KEB_00710,halictus confusus,c,8/13/2019,1,2,10232,n,l
KEB_00710,halictus confusus,c,8/13/2019,2,1,10254,n,r
KEB_00710,halictus confusus,c,8/13/2019,2,2,10276,n,r
KEB_00542,halictus confusus,c,7/26/2019,1,1,10298,n,l
KEB_00542,halictus confusus,c,7/26/2019,1,2,10320,n,l
KEB_00542,halictus confusus,c,7/26/2019,2,1,10342,y,r
KEB_00542,halictus confusus,c,7/26/2019,2,2,10364,y,r
KEB_00541,halictus confusus,c,7/26/2019,1,1,10386,y,l
